	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	Condition
GO:0031098...305	GO:0031098	stress-activated protein kinase signaling cascade	95	0.455241154205131	1.76952422245796	0.000416673525078326	0.0252750401257846	0.022919750815466	867	tags=26%, list=13%, signal=23%	FCGR2B/SCIMP/MAP4K1/MAP2K6/SH2D3C/IKBKB/DUSP22/SMAD3/NAIP/CRK/PYCARD/PTK2B/NCF1/MBIP/ITCH/STK39/TRAF2/RB1CC1/IRAK1/PBK/NFKB1/LYN/MEN1/MAP2K1/HRAS	TramMCP1_vs_control
GO:0051336...306	GO:0051336	regulation of hydrolase activity	384	0.313949036513501	1.45387070731849	0.000417873909895236	0.0252750401257846	0.022919750815466	1212	tags=28%, list=18%, signal=24%	AHSG/VTN/SERPINB6/SERPINB8/CDKL5/SPINT2/PTK2/IFI16/HMSD/FGD2/ANXA2/GCHFR/TFPI/APOC1/APOC3/HSF1/ITIH2/CD109/RPS6KA3/RHOC/PRNP/IQGAP2/TBC1D17/TBC1D4/SORT1/ASPH/PSMB9/MAPRE2/SCARB2/RIPK3/IKBKB/TBC1D15/CD86/EFNA5/PLCB2/SMAD3/BAX/TIMP1/RHBDF2/NAIP/S100A10/CRK/CAST/BCL2L12/PYCARD/CASP1/CASP8/CASP10/CALM1/C9orf72/S1PR4/ADPRH/CASP9/PCID2/RFFL/AIP/PREX1/PTK2B/PLXNB2/ARL6IP1/UBE2Z/KLRK1/WRN/GSK3B/SPINT1/PSME2/ECM1/RGS14/MICAL1/CYFIP2/RAP1GAP2/VRK3/CORO1C/TBC1D9B/FGD4/LYN/CSTB/AKT2/CBLB/HRAS/ARRB2/RABGAP1/TRAPPC6A/VAV2/CARD16/ADAP1/MYO9A/EGLN1/ARL1/AKT1/MAPK12/RAP1GDS1/GPX1/TBC1D13/TRAPPC6B/ARHGAP9/CRADD/SIPA1/PPP6R3/JAK2/SFN/RASA3/IQGAP1/RCAN1/PSMB8/MALT1/BAG4	TramMCP1_vs_control
GO:0002250...307	GO:0002250	adaptive immune response	140	0.4083675035874	1.69204532393425	0.000438363379808431	0.026118606152168	0.0236847079836794	765	tags=23%, list=12%, signal=21%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/CD74/IGKV2-28/TFEB/IL4I1/ADA/RIPK3/CD86/UNC13D/TEC/DUSP22/ERAP2/UNC93B1/CD70/EIF2AK4/PTPN6/PYCARD/ADCY7/CD84/AHR/PTK2B/SLC15A4/KLRK1/TRAF2/STX7/PLA2G4A/RAP1GAP2/PRKCB/BTK	TramMCP1_vs_control
GO:0007599	GO:0007599	hemostasis	90	0.45260285722225	1.74383989861119	0.000462749797309265	0.0271661351596851	0.0246346215626403	404	tags=21%, list=6%, signal=20%	CD59/VTN/F2/PF4V1/CD36/PLG/APOE/ANXA2/TFPI/ITPK1/ZNF385A/PIK3CA/PLAU/DGKA/TEC/RAP2B/HBB/GNAS/PTPN6	TramMCP1_vs_control
GO:0002495...309	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	14	0.781238789422156	2.02815478046567	0.000517206098819816	0.0290800950209677	0.0263702264468695	52	tags=36%, list=1%, signal=36%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/CD74	TramMCP1_vs_control
GO:0009083...310	GO:0009083	branched-chain amino acid catabolic process	18	0.71801358413186	1.98980476264977	0.000510385536368257	0.0290800950209677	0.0263702264468695	1019	tags=67%, list=15%, signal=57%	IVD/ACADSB/MCCC1/ECHS1/DBT/ACAD8/BCAT2/HMGCL/MCCC2/ALDH6A1/DLD/HIBADH	TramMCP1_vs_control
GO:1901342	GO:1901342	regulation of vasculature development	74	-0.503813546684362	-1.77223186895375	0.000515614951912706	0.0290800950209677	0.0263702264468695	945	tags=30%, list=14%, signal=26%	PRKCA/PLCG1/ACVRL1/ATF2/TNFAIP3/LRG1/RUNX1/CTSH/MECP2/ADAM10/GRN/ITGB1/SP1/SIRT6/GLUL/TNFSF12/RGCC/ITGA5/MYDGF/CYBB/KLK3/CHI3L1	TramMCP1_vs_control
GO:0019884...312	GO:0019884	antigen processing and presentation of exogenous antigen	22	0.706761626454878	2.06445994732153	0.000562307755220182	0.0299297674511862	0.0271407209852941	256	tags=27%, list=4%, signal=26%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/CD74/IKBKB	TramMCP1_vs_control
GO:0050818...313	GO:0050818	regulation of coagulation	20	0.694490887780526	1.99254737880494	0.000558658334351631	0.0299297674511862	0.0271407209852941	224	tags=40%, list=3%, signal=39%	VTN/F2/CD36/PLG/APOE/ANXA2/TFPI/PLAU	TramMCP1_vs_control
GO:0009611...314	GO:0009611	response to wounding	197	0.368471023063924	1.58631548849109	0.000548864074946172	0.0299297674511862	0.0271407209852941	551	tags=21%, list=8%, signal=20%	CD59/VTN/F2/PF4V1/CD36/PTK2/PLG/APOE/ANXA6/CCR1/ANXA2/TFPI/MYOF/ITPK1/CD109/RHOC/PIK3CA/PLAU/CLASP2/DGKA/ALOX5/CHMP5/TEC/RAP2B/HBB/SMAD3/CHMP7/BAX/TIMP1/DPYSL3/GNAS/S100A10/CRK/PTPN6/ACTA2/FGFR1OP2/PTEN/TXN2/PAK1/STK24/BLOC1S6	TramMCP1_vs_control
GO:0006082...315	GO:0006082	organic acid metabolic process	441	0.298530105088874	1.40175294455062	0.000552153155657292	0.0299297674511862	0.0271407209852941	1081	tags=25%, list=16%, signal=23%	CYP27A1/THEM4/CD36/KYNU/AKR1B1/CD74/OGDHL/GGT1/DHTKD1/APOC1/GGT5/IL4I1/GSTM2/APOC3/DBI/NAAA/PFKM/DCXR/PRKAR2B/QPRT/PCCB/ECI1/ACSL3/PCCA/MGLL/MPC2/DPYD/PHYH/GSTZ1/ALOX5/IVD/ACADSB/MCCC1/PDK1/EHHADH/ALDH4A1/CBR4/ACAA1/NAIP/PC/HARS2/PRKAG2/MCEE/ECH1/ECHS1/SCPEP1/HSD17B8/ASRGL1/HTD2/SLC35B2/PYCARD/CASP1/BPHL/BDH2/MTHFS/HADHB/FBP1/SLC25A17/MSMO1/DBT/GAMT/PLA2G15/ACAD8/BCAT2/PCK2/GCSH/PGM1/ACADS/ACSS1/MTHFR/SLC25A12/ACSL4/NAGK/OGDH/HMGCL/PLA2G4A/ALDH3A2/DLST/HADHA/AMDHD2/TIGAR/IDH3G/NUDT19/MCCC2/AKT2/IDH3B/SDHB/SHMT2/PYCR2/SLC25A13/MTHFD2/PFKL/PDHB/IDH2/ACOT8/EARS2/ABHD12/ACOT1/ALDH6A1/HAAO/ABCD1/DLD/OSBPL9/IDH3A/HIBADH/AKT1/CYP1B1/RPTOR/GPX1/MARS2/ETFDH/RIDA	TramMCP1_vs_control
GO:0052547...316	GO:0052547	regulation of peptidase activity	173	0.376089326510301	1.59202283840709	0.000570644382077646	0.0299738470164995	0.0271806929358037	750	tags=21%, list=11%, signal=19%	AHSG/VTN/SERPINB6/SERPINB8/SPINT2/IFI16/HMSD/ANXA2/TFPI/HSF1/ITIH2/CD109/RPS6KA3/PRNP/ASPH/PSMB9/SMAD3/BAX/TIMP1/RHBDF2/NAIP/CAST/BCL2L12/PYCARD/CASP1/CASP8/CASP10/CASP9/PCID2/RFFL/ARL6IP1/UBE2Z/SPINT1/PSME2/ECM1/MICAL1/CYFIP2	TramMCP1_vs_control
GO:0006066...317	GO:0006066	alcohol metabolic process	133	0.390970578294598	1.61228951652198	0.000595135437692674	0.0308542943801189	0.027979094603214	1083	tags=33%, list=16%, signal=28%	CYP27A1/ALDH2/AKR1B1/APOE/APOC1/ITPK1/NAAA/DHRS4/TTR/ALDH3B1/LSS/AKR7A2/TPK1/SOAT1/FDXR/CBR4/PTEN/INPP5K/GPD2/INPP5B/MSMO1/PCK2/PTK2B/ACSS1/PMVK/LDLRAP1/PLA2G4A/NFKB1/ALDH3A2/PLCG2/RDH11/IDH3G/G6PD/IDH3B/TKFC/VLDLR/CYB5R3/IDH2/THTPA/IDH3A/CYP1B1/SQLE/DPM1/MVK	TramMCP1_vs_control
GO:0002711...318	GO:0002711	positive regulation of T cell mediated immunity	25	0.6877561667771	2.06568071976382	0.000604990027578383	0.0309369445595961	0.028054042912259	13	tags=12%, list=0%, signal=12%	HLA-DRA/HLA-DRB3/HLA-DRB1	TramMCP1_vs_control
GO:0043436...319	GO:0043436	oxoacid metabolic process	438	0.300390342970395	1.40734803049647	0.000612229113278581	0.0309369445595961	0.028054042912259	1081	tags=26%, list=16%, signal=23%	CYP27A1/THEM4/CD36/KYNU/AKR1B1/CD74/OGDHL/GGT1/DHTKD1/APOC1/GGT5/IL4I1/GSTM2/APOC3/DBI/NAAA/PFKM/DCXR/PRKAR2B/QPRT/PCCB/ECI1/ACSL3/PCCA/MGLL/MPC2/DPYD/PHYH/GSTZ1/ALOX5/IVD/ACADSB/MCCC1/PDK1/EHHADH/ALDH4A1/CBR4/ACAA1/NAIP/PC/HARS2/PRKAG2/MCEE/ECH1/ECHS1/SCPEP1/HSD17B8/ASRGL1/HTD2/SLC35B2/PYCARD/CASP1/BPHL/BDH2/MTHFS/HADHB/FBP1/SLC25A17/MSMO1/DBT/GAMT/PLA2G15/ACAD8/BCAT2/PCK2/GCSH/PGM1/ACADS/ACSS1/MTHFR/SLC25A12/ACSL4/NAGK/OGDH/HMGCL/PLA2G4A/ALDH3A2/DLST/HADHA/AMDHD2/TIGAR/IDH3G/NUDT19/MCCC2/AKT2/IDH3B/SDHB/SHMT2/PYCR2/SLC25A13/MTHFD2/PFKL/PDHB/IDH2/ACOT8/EARS2/ABHD12/ACOT1/ALDH6A1/HAAO/ABCD1/DLD/OSBPL9/IDH3A/HIBADH/AKT1/CYP1B1/RPTOR/GPX1/MARS2/ETFDH/RIDA	TramMCP1_vs_control
GO:0001913...320	GO:0001913	T cell mediated cytotoxicity	22	0.701666966779923	2.04957837983047	0.00063587871463237	0.0317303478601552	0.0287735118371147	245	tags=18%, list=4%, signal=18%	HLA-DRA/FCGR2B/HLA-DRB1/RIPK3	TramMCP1_vs_control
GO:0002764...321	GO:0002764	immune response-regulating signaling pathway	189	0.36285370108917	1.54949944042418	0.00073951989625927	0.0364464620477408	0.0330501484501056	993	tags=28%, list=15%, signal=24%	HLA-DRB3/FCGR2B/HLA-DRB1/CD36/SCIMP/CMTM3/PTK2/ADA/HCK/MAP2K6/RPS6KA3/PRNP/PIK3CA/LPXN/PIK3AP1/IKBKB/TEC/ERBIN/DUSP22/BAX/FYB1/NAIP/UNC93B1/PTPN6/PYCARD/CASP1/CD300LF/PAK1/SLC15A4/ITCH/KLRK1/TIFA/IRAK1/NFATC2/RBCK1/WDFY1/PRKCB/BTK/PLCG2/LYN/CYBA/TKFC/CD38/CBLB/HRAS/ARRB2/HLA-A/VAV2/PIK3CD/LILRB4/NMI/EIF2B3	TramMCP1_vs_control
GO:0002377...322	GO:0002377	immunoglobulin production	56	0.512029136234494	1.82180142631519	0.000751112165526682	0.0365663385949087	0.0331588541366657	765	tags=25%, list=12%, signal=22%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/SAMHD1/IGKV2-28/CD86/POLB/NHEJ1/YY1/SLC15A4/TRAF2/PMS2/BTK	TramMCP1_vs_control
GO:0001910...323	GO:0001910	regulation of leukocyte mediated cytotoxicity	31	0.611758095893829	1.96533060655928	0.0007783936015207	0.0371088471706569	0.0336508083060566	1029	tags=35%, list=16%, signal=30%	HLA-DRA/FCGR2B/HLA-DRB1/CADM1/RIPK3/CRK/KLRK1/STX7/ARRB2/HLA-A/AP1G1	TramMCP1_vs_control
GO:0019882...324	GO:0019882	antigen processing and presentation	57	0.513400153047696	1.82412088532828	0.000780847485554904	0.0371088471706569	0.0336508083060566	435	tags=16%, list=7%, signal=15%	HLA-DRA/HLA-DRB3/FCGR2B/FGL2/HLA-DRB1/CD74/IKBKB/ERAP2/PYCARD	TramMCP1_vs_control
GO:0050776...325	GO:0050776	regulation of immune response	359	0.312939965396744	1.43436569427692	0.0008007743870866	0.0376081335676436	0.034103568014747	877	tags=22%, list=13%, signal=20%	HLA-DRA/CD59/HLA-DRB3/FCGR2B/FGL2/HLA-DRB1/CD36/SCIMP/CMTM3/PTK2/SAMHD1/IFI16/APOE/CADM1/CD74/HMSD/IL4I1/ADA/HCK/MAP2K6/RPS6KA3/PRNP/PIK3CA/LPXN/PIK3AP1/GAB2/RIPK3/IKBKB/CD86/TRIM5/UNC13D/TEC/ERBIN/DUSP22/SMAD3/BAX/FYB1/RHBDF2/NAIP/UNC93B1/CRK/EIF2AK4/DNASE2/PTPN6/PYCARD/CASP1/CASP8/FES/CD300LF/ADCY7/PAK1/CD84/AHR/FCGR2A/SLC15A4/TAPBP/NCF1/ITCH/KLRK1/TIFA/TRAF2/IRAK1/STX7/NFATC2/ECM1/RBCK1/PLA2G4A/WDFY1/PRKCB/BTK/PLCG2/LYN/POLR3G/CYBA/TKFC/CD38/CBLB/HRAS/ARRB2	TramMCP1_vs_control
GO:0001916	GO:0001916	positive regulation of T cell mediated cytotoxicity	13	0.7687985426379	1.95798517949848	0.000838134977242282	0.0388958404959633	0.0352712782052573	13	tags=15%, list=0%, signal=15%	HLA-DRA/HLA-DRB1	TramMCP1_vs_control
GO:0048026	GO:0048026	positive regulation of mRNA splicing, via spliceosome	20	-0.704502423600794	-1.87728391526345	0.000847679890568339	0.0388958404959633	0.0352712782052573	1431	tags=60%, list=22%, signal=47%	SNRNP70/SNW1/HSPA8/PRPF19/CLNS1A/TRA2B/DAZAP1/PRDX6/NCL/RBMX/CIRBP/RBM3	TramMCP1_vs_control
GO:0002821	GO:0002821	positive regulation of adaptive immune response	49	0.534551307015867	1.86487196143065	0.000872208421911478	0.0391618941450232	0.0355125392798056	1557	tags=43%, list=24%, signal=33%	HLA-DRA/HLA-DRB3/HLA-DRB1/ADA/EIF2AK4/PYCARD/TRAF2/STX7/PLA2G4A/BTK/HLA-A/JAK2/FBXO38/MALT1/B2M/SASH3/FADD/RIPK2/MAP3K7/STAT6/MLH1	TramMCP1_vs_control
GO:0007596	GO:0007596	blood coagulation	87	0.446228333149632	1.70746357460637	0.000873098341409585	0.0391618941450232	0.0355125392798056	404	tags=21%, list=6%, signal=20%	CD59/VTN/F2/PF4V1/CD36/PLG/APOE/ANXA2/TFPI/ITPK1/PIK3CA/PLAU/DGKA/TEC/RAP2B/HBB/GNAS/PTPN6	TramMCP1_vs_control
GO:0006334...330	GO:0006334	nucleosome assembly	29	-0.64782104315486	-1.88845789528522	0.000991356447785776	0.0439721659951202	0.0398745593442723	916	tags=38%, list=14%, signal=33%	NAP1L1/ASF1B/BAZ1A/CHAF1B/HMGB2/NPM1/CHAF1A/ASF1A/ANP32B/CHRAC1/SPTY2D1	TramMCP1_vs_control
GO:0030036...331	GO:0030036	actin cytoskeleton organization	304	0.313644651469456	1.41856907406811	0.0010059879237141	0.0441308108952384	0.0400184207015939	815	tags=22%, list=12%, signal=20%	TMOD2/TF/EPB41L1/TMSB10/MYO1E/FGD2/CD2AP/EHD2/MYH14/EPB41L3/GMFB/FLNB/HCK/KRAS/RHOC/IQGAP2/PIK3CA/ADD3/CFL2/GAS7/PDLIM1/MYO1C/PLS3/CLASP2/IKBKB/CORO7/EFNA5/SMAD3/CDC42EP3/BAIAP2/SORBS3/ELMO1/PDLIM2/DPYSL3/S100A10/CRK/SPECC1/PYCARD/ARF6/INPP5K/FES/C9orf72/WASHC4/RAC3/TWF1/INF2/PAK1/PLEKHG2/ITGB5/PREX1/PTK2B/SHTN1/DOCK2/AKAP13/PDLIM5/RHOF/ACTN2/ARFIP1/PACSIN2/MICAL1/CYFIP2/CORO1C/GRB2/WASHC2C/MYO18A/FGD4	TramMCP1_vs_control
GO:0050877...332	GO:0050877	nervous system process	209	0.35687671644884	1.54441813866232	0.00104678605166224	0.0454214121547356	0.0411887555110578	1070	tags=27%, list=16%, signal=23%	HLA-DRA/TMOD2/SERPINB6/CD36/APOE/CBR3/GSDME/GSTM2/MYH14/ATP2B2/NIPSNAP1/KRAS/PRKAR2B/ZNF385A/PRNP/RCSD1/CRYBG3/MGLL/SCARB2/BTBD9/NCAM2/PLCB2/BAIAP2/DDHD2/GNAS/SPECC1/CCDC50/EIF2AK4/PTEN/RAC3/PTK2B/HEXB/C12orf57/GSK3B/SLC25A12/TRPV2/RGS14/TBC1D24/TBL1X/RIC8A/RDH11/AGTPBP1/CHMP2B/VLDLR/CDKN1B/ARRB2/SLC1A4/MYO9A/MYO6/AKAP9/AKT1/HOMER1/TACO1/GPX1/CDK5/CYFIP1	TramMCP1_vs_control
GO:0002819...333	GO:0002819	regulation of adaptive immune response	76	0.459509234916076	1.72620284800349	0.00108853487523859	0.0462279917228982	0.0419201728549328	765	tags=24%, list=12%, signal=21%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/IL4I1/ADA/RIPK3/DUSP22/EIF2AK4/PTPN6/PYCARD/ADCY7/AHR/SLC15A4/TRAF2/STX7/PLA2G4A/BTK	TramMCP1_vs_control
GO:0043414...334	GO:0043414	macromolecule methylation	203	-0.383842416674878	-1.55455914206916	0.00107978985612313	0.0462279917228982	0.0419201728549328	1885	tags=37%, list=28%, signal=28%	TRMT1L/HELLS/NOP2/OGT/TRMT61A/FAM98A/WDR5/SNRPE/TRMT6/METTL8/PRMT6/PARP1/NFYB/TRMT11/MIS18A/PIH1D1/EMG1/BRCA1/ETF1/EEF1AKMT4/DIMT1/METTL5/SNW1/SNRPF/MEPCE/DPY30/RNMT/GSPT1/KMT5B/MCRS1/NSUN6/MTO1/DMAP1/EEF1AKMT1/SMYD2/RNF20/CLNS1A/LMNA/COPRS/TRMT44/PCMT1/KMT2D/METTL1/BCOR/SNRPD1/KMT2A/RBM15B/SNRPD2/TRMT10A/MYC/IWS1/SNRPG/ICMT/PCMTD2/MECP2/GTPBP3/TRIM28/RAB3D/MTA2/ATF7IP/NSD2/GATAD2A/MYB/BRD4/PLD6/SETMAR/TRMT1/GFI1/CARM1/DNMT1/PRMT1/CHTOP/SPI1/TET2/SNRPB/WT1	TramMCP1_vs_control
GO:0002483...335	GO:0002483	antigen processing and presentation of endogenous peptide antigen	14	0.761131002994672	1.97595345134625	0.0011122298301315	0.0464328425869214	0.0421059344099838	573	tags=29%, list=9%, signal=26%	HLA-DRA/HLA-DRB1/ERAP2/TAPBP	TramMCP1_vs_control
GO:0045766...336	GO:0045766	positive regulation of angiogenesis	41	-0.590375669150833	-1.84448260657606	0.00112825293861006	0.0464328425869214	0.0421059344099838	945	tags=37%, list=14%, signal=32%	PRKCA/PLCG1/ACVRL1/LRG1/RUNX1/CTSH/GRN/ITGB1/SP1/SIRT6/TNFSF12/ITGA5/MYDGF/CYBB/CHI3L1	TramMCP1_vs_control
GO:1904018...337	GO:1904018	positive regulation of vasculature development	41	-0.590375669150833	-1.84448260657606	0.00112825293861006	0.0464328425869214	0.0421059344099838	945	tags=37%, list=14%, signal=32%	PRKCA/PLCG1/ACVRL1/LRG1/RUNX1/CTSH/GRN/ITGB1/SP1/SIRT6/TNFSF12/ITGA5/MYDGF/CYBB/CHI3L1	TramMCP1_vs_control
GO:0008360...338	GO:0008360	regulation of cell shape	67	0.47764781685503	1.74017094709548	0.00114036944594783	0.0464526002879974	0.0421238509625628	886	tags=31%, list=13%, signal=27%	F2/PTK2/FGD2/MYH14/EPB41L3/HCK/RHOC/PRAG1/CDC42SE2/CDC42EP3/BAIAP2/CRK/FES/RAC3/PTK2B/HEXB/PLXNB2/RHOF/FGD4/LIMD1/ARHGAP18	TramMCP1_vs_control
GO:1903311...339	GO:1903311	regulation of mRNA metabolic process	208	-0.373912174119733	-1.52221103860151	0.00116128239342245	0.0468266597428528	0.042463053173629	1484	tags=34%, list=22%, signal=27%	NBAS/FTO/SNRPA/SNRNP70/DDX17/TAF15/APEX1/RAVER1/SFSWAP/CPSF7/SMU1/IGF2BP3/SNW1/ANGEL2/HNRNPM/EXOSC3/DYRK1A/YTHDF3/AGO2/HSPA8/PRPF19/PDE12/YTHDF2/SAFB/LARP1/HNRNPU/QKI/UPF1/CLNS1A/SRSF7/PRKCA/PUM2/RBM8A/POLR2D/ZBTB7A/TIA1/RBM15B/LSM1/SAFB2/PABPC4/HNRNPC/HNRNPL/SF1/IWS1/HNRNPAB/HNRNPD/TRA2B/EXOSC5/ZFP36L2/SRSF10/NCBP2/DDX5/PUF60/DAZAP1/NPM1/ELAVL1/PRDX6/HNRNPK/SRSF2/NCL/RBMX/TARDBP/KHSRP/CIRBP/HNRNPA0/PTBP1/YBX1/HNRNPA1/HNRNPA2B1/RBM3	TramMCP1_vs_control
GO:0051403...340	GO:0051403	stress-activated MAPK cascade	91	0.456737845831632	1.75822107934925	0.00123278772597014	0.0492128860207281	0.0446269156801192	867	tags=26%, list=13%, signal=23%	FCGR2B/SCIMP/MAP4K1/MAP2K6/SH2D3C/IKBKB/DUSP22/SMAD3/NAIP/CRK/PYCARD/PTK2B/NCF1/MBIP/ITCH/STK39/TRAF2/RB1CC1/IRAK1/PBK/NFKB1/MEN1/MAP2K1/HRAS	TramMCP1_vs_control
GO:0051056...341	GO:0051056	regulation of small GTPase mediated signal transduction	113	0.411686363491547	1.65969619632349	0.00124579867822313	0.0492398843907596	0.0446513981699774	1372	tags=35%, list=21%, signal=29%	ARHGAP10/APOE/FGD2/CD2AP/APOC3/KRAS/CYTH4/PRAG1/CDC42SE2/MAPRE2/ERBIN/ARHGAP19/CRK/ARF6/CYTH1/FBP1/INF2/SHOC2/PREX1/ARHGAP1/DOCK2/AKAP13/RHOF/RAP1GAP2/FGD4/ARHGAP18/VAV2/MYO9A/RABGEF1/STAMBP/ARHGAP9/NUP62/SIPA1/DENND4A/RASA3/RALGAPB/SRGAP2/ARHGAP17/PIK3CG/GIT1	TramMCP1_vs_control
GO:0050817	GO:0050817	coagulation	88	0.440415925700181	1.68744726192743	0.00127070817380308	0.0497320297041363	0.0450976822467368	404	tags=20%, list=6%, signal=19%	CD59/VTN/F2/PF4V1/CD36/PLG/APOE/ANXA2/TFPI/ITPK1/PIK3CA/PLAU/DGKA/TEC/RAP2B/HBB/GNAS/PTPN6	TramMCP1_vs_control
GO:0009081...343	GO:0009081	branched-chain amino acid metabolic process	23	0.662713322340873	1.96587886157445	0.00139328920380028	0.0530937874150524	0.0481461699505234	1019	tags=61%, list=15%, signal=52%	PCCB/PCCA/IVD/ACADSB/MCCC1/ECHS1/DBT/ACAD8/BCAT2/HMGCL/MCCC2/ALDH6A1/DLD/HIBADH	TramMCP1_vs_control
GO:0071346...344	GO:0071346	cellular response to interferon-gamma	49	-0.539238264372375	-1.74813622840609	0.00139650492950413	0.0530937874150524	0.0481461699505234	206	tags=18%, list=3%, signal=18%	TLR2/CD47/ASS1/CDC37/AIF1/CCL5/ACTG1/GBP5/RAB7B	TramMCP1_vs_control
GO:0009617...345	GO:0009617	response to bacterium	198	-0.383794260277205	-1.54993494649806	0.00139304248139605	0.0530937874150524	0.0481461699505234	748	tags=22%, list=11%, signal=20%	RBPJ/SIRPA/TGFB1/NFKBIL1/AKAP8/TNFAIP3/LRG1/JUND/HMGB2/PYGL/GBP2/SPN/SCARB1/GRN/MAP2K7/RNF5/BNIP3/FAU/GFI1/HDAC2/HNRNPA0/LSM5/TLR2/SPI1/ASS1/OCIAD2/TUSC2/PRDX2/S100A8/DEFA4/RNASE3/CCL5/PDE4B/PPP1R11/CTSG/GBP5/AZU1/ELANE/S100A9/KLK3/BPI/MPO/PRG2/EPX	TramMCP1_vs_control
GO:0002253...346	GO:0002253	activation of immune response	140	0.388656532291578	1.6103741416822	0.00141916952314099	0.0534464597771589	0.0484659780544377	993	tags=26%, list=15%, signal=23%	CD59/HLA-DRB3/FCGR2B/HLA-DRB1/CMTM3/PTK2/IFI16/HMSD/ADA/HCK/PRNP/PIK3CA/LPXN/IKBKB/TRIM5/TEC/DUSP22/BAX/FYB1/PTPN6/PYCARD/PAK1/KLRK1/NFATC2/RBCK1/PRKCB/BTK/PLCG2/LYN/CD38/CBLB/HRAS/HLA-A/VAV2/PIK3CD/LILRB4/EIF2B3	TramMCP1_vs_control
GO:0002719...347	GO:0002719	negative regulation of cytokine production involved in immune response	10	-0.830434166567095	-1.88590798665089	0.00146192678205748	0.0540371454997543	0.0490016199171118	5	tags=30%, list=0%, signal=30%	TGFB1/PRG2/EPX	TramMCP1_vs_control
GO:0007254...348	GO:0007254	JNK cascade	64	0.479687475590626	1.72592625718135	0.00145432494116797	0.0540371454997543	0.0490016199171118	867	tags=28%, list=13%, signal=25%	FCGR2B/MAP4K1/SH2D3C/DUSP22/SMAD3/NAIP/CRK/PYCARD/PTK2B/NCF1/MBIP/ITCH/TRAF2/RB1CC1/IRAK1/NFKB1/MEN1/HRAS	TramMCP1_vs_control
GO:1903312...349	GO:1903312	negative regulation of mRNA metabolic process	54	-0.544711549914022	-1.80535723451553	0.00149444719486211	0.0547324146962345	0.0496320994990904	1484	tags=44%, list=22%, signal=35%	NBAS/TAF15/SFSWAP/IGF2BP3/ANGEL2/DYRK1A/LARP1/HNRNPU/SRSF7/HNRNPC/HNRNPL/HNRNPAB/HNRNPD/SRSF10/NPM1/ELAVL1/HNRNPK/RBMX/TARDBP/CIRBP/HNRNPA0/PTBP1/YBX1/HNRNPA2B1	TramMCP1_vs_control
GO:0002824	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	46	0.521863136149939	1.80630562627928	0.00157507784428626	0.0571098159959053	0.0517879593950844	1557	tags=41%, list=24%, signal=32%	HLA-DRA/HLA-DRB3/HLA-DRB1/ADA/TRAF2/STX7/PLA2G4A/BTK/HLA-A/JAK2/FBXO38/MALT1/B2M/SASH3/FADD/RIPK2/MAP3K7/STAT6/MLH1	TramMCP1_vs_control
GO:0045165...351	GO:0045165	cell fate commitment	53	-0.534922393267837	-1.76240517430648	0.00158797334056751	0.0571098159959053	0.0517879593950844	1034	tags=34%, list=16%, signal=29%	CTSL/CHD4/MEF2C/DOCK7/RBPJ/PSEN1/SPN/MTA2/RBBP4/ITGB1/GATAD2A/HDAC2/BRAF/TCF3/TEAD4/FKBP8/WT1/BATF	TramMCP1_vs_control
GO:0009062...352	GO:0009062	fatty acid catabolic process	59	0.490641377424554	1.75470449134333	0.00165159496384808	0.0588675633542994	0.0533819086529468	1293	tags=46%, list=20%, signal=37%	PCCB/ECI1/PCCA/PHYH/IVD/EHHADH/ACAA1/MCEE/ECH1/ECHS1/BDH2/HADHB/SLC25A17/PLA2G15/PCK2/ACADS/HADHA/NUDT19/AKT2/ACOT8/ABCD1/AKT1/ETFDH/FAAH/ACOX3/ACOX1/NUDT8	TramMCP1_vs_control
GO:0006099	GO:0006099	tricarboxylic acid cycle	28	0.596040381791958	1.86101912419918	0.00173537655448359	0.0602402017869436	0.0546266358889619	1018	tags=46%, list=15%, signal=39%	OGDHL/DHTKD1/SDHAF2/OGDH/DLST/IDH3G/IDH3B/SDHB/SUCLG2/NNT/PDHB/IDH2/IDH3A	TramMCP1_vs_control
GO:0019724	GO:0019724	B cell mediated immunity	49	0.513139565551513	1.79017350727256	0.00173125451991237	0.0602402017869436	0.0546266358889619	52	tags=10%, list=1%, signal=10%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/CD74	TramMCP1_vs_control
GO:0002449...355	GO:0002449	lymphocyte mediated immunity	103	0.415545769030957	1.63839959090187	0.00170540123078168	0.0602402017869436	0.0546266358889619	683	tags=17%, list=10%, signal=16%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/CADM1/CD74/IL4I1/RIPK3/UNC13D/DUSP22/CRK/CD70/PTPN6/AHR/SLC15A4/KLRK1/TRAF2/STX7	TramMCP1_vs_control
